symbol,cagr,avg_fcf_margin,wacc_7_tgr_1,wacc_7_tgr_2,wacc_7_tgr_3,wacc_7_tgr_4,wacc_7_tgr_5,wacc_8_tgr_1,wacc_8_tgr_2,wacc_8_tgr_3,wacc_8_tgr_4,wacc_8_tgr_5,wacc_9_tgr_1,wacc_9_tgr_2,wacc_9_tgr_3,wacc_9_tgr_4,wacc_9_tgr_5,wacc_10_tgr_1,wacc_10_tgr_2,wacc_10_tgr_3,wacc_10_tgr_4,wacc_10_tgr_5,wacc_11_tgr_1,wacc_11_tgr_2,wacc_11_tgr_3,wacc_11_tgr_4,wacc_11_tgr_5,wacc_12_tgr_1,wacc_12_tgr_2,wacc_12_tgr_3,wacc_12_tgr_4,wacc_12_tgr_5,wacc_13_tgr_1,wacc_13_tgr_2,wacc_13_tgr_3,wacc_13_tgr_4,wacc_13_tgr_5
LRCX,2.29,24.89,66.19,76.64,92.31,118.44,170.68,56.8,63.99,74.06,89.16,114.33,49.75,54.95,61.88,71.59,86.14,44.28,48.17,53.19,59.87,69.22,39.9,42.9,46.66,51.5,57.94,36.31,38.69,41.59,45.22,49.88,33.33,35.24,37.53,40.33,43.83
LVS,30.0,2.18,4.28,8.33,14.39,24.5,44.72,0.69,3.47,7.37,13.21,22.95,,0.02,2.7,6.45,12.09,,,,1.96,5.58,,,,,1.25,,,,,,,,,,
LDOS,6.06,7.38,159.79,194.18,245.76,331.73,503.67,128.95,152.61,185.74,235.44,318.27,105.83,122.94,145.75,177.68,225.58,87.87,100.7,117.2,139.19,169.97,73.52,83.42,95.79,111.7,132.91,61.79,69.6,79.15,91.09,106.43,52.03,58.31,65.85,75.07,86.58
LEN,0.51,7.69,217.2,249.05,296.81,376.42,535.65,188.54,210.46,241.14,287.16,363.86,167.04,182.88,204.01,233.58,277.93,150.32,162.2,177.47,197.84,226.35,136.94,146.11,157.56,172.29,191.93,125.99,133.23,142.07,153.12,167.33,116.87,122.69,129.67,138.2,148.87
LII,3.26,10.24,229.45,275.09,343.55,457.65,685.85,188.45,219.86,263.83,329.79,439.72,157.71,180.41,210.68,253.07,316.64,133.81,150.83,172.72,201.91,242.77,114.7,127.83,144.25,165.37,193.51,99.07,109.44,122.11,137.95,158.32,86.06,94.39,104.4,116.63,131.92
LLY,30.0,4.24,124.15,153.4,197.27,270.38,416.61,98.17,118.29,146.47,188.74,259.18,78.75,93.3,112.7,139.85,180.59,63.71,74.62,88.64,107.35,133.53,51.72,60.14,70.66,84.19,102.23,41.97,48.61,56.73,66.88,79.93,33.87,39.21,45.63,53.46,63.26
LIN,0.62,15.94,145.54,176.26,222.35,299.16,452.78,117.89,139.03,168.64,213.04,287.04,97.15,112.43,132.81,161.34,204.14,81.02,92.48,107.22,126.86,154.37,68.11,76.95,88.01,102.22,121.17,57.55,64.53,73.06,83.73,97.44,48.75,54.36,61.1,69.33,79.62
LYV,14.74,4.63,144.41,169.79,207.86,271.32,398.22,121.74,139.21,163.66,200.34,261.48,104.77,117.4,134.23,157.8,193.16,91.61,101.07,113.25,129.48,152.2,81.1,88.4,97.54,109.28,124.93,72.52,78.29,85.34,94.15,105.48,65.4,70.04,75.6,82.4,90.91
LMT,4.38,8.79,476.88,567.04,702.28,927.69,1378.51,395.92,457.97,544.84,675.15,892.32,335.24,380.1,439.9,523.63,649.21,288.08,321.72,364.96,422.62,503.34,250.38,276.33,308.77,350.47,406.08,219.55,240.04,265.07,296.37,336.61,193.89,210.36,230.13,254.29,284.49
L,8.96,17.04,345.23,404.03,492.22,639.22,933.21,292.56,333.03,389.68,474.66,616.29,253.12,282.37,321.37,375.97,457.87,222.49,244.42,272.62,310.22,362.87,198.02,214.94,236.1,263.3,299.56,178.03,191.39,207.72,228.13,254.37,161.41,172.15,185.04,200.8,220.49
LOW,-3.85,8.05,93.08,118.96,157.78,222.47,351.87,69.72,87.53,112.46,149.86,212.19,52.17,65.05,82.21,106.24,142.29,38.52,48.17,60.58,77.13,100.3,27.58,35.02,44.33,56.31,72.27,18.61,24.49,31.68,40.66,52.21,11.14,15.86,21.54,28.47,37.14
LULU,11.03,11.1,285.69,334.06,406.62,527.56,769.43,242.4,275.7,322.3,392.21,508.73,210.0,234.06,266.15,311.07,378.45,184.84,202.88,226.08,257.02,300.33,164.75,178.67,196.07,218.45,248.28,148.34,159.33,172.76,189.55,211.14,134.7,143.54,154.14,167.11,183.31
LITE,-1.33,2.44,6.02,7.24,9.09,12.16,18.3,4.91,5.75,6.94,8.71,11.67,4.08,4.69,5.5,6.65,8.36,3.43,3.89,4.48,5.27,6.36,2.92,3.27,3.71,4.28,5.04,2.49,2.77,3.11,3.54,4.09,2.14,2.36,2.63,2.96,3.37
LYB,-10.0,6.45,24.97,34.03,47.61,70.24,115.51,16.75,22.99,31.71,44.79,66.6,10.57,15.08,21.08,29.49,42.1,5.75,9.13,13.47,19.26,27.37,1.89,4.49,7.75,11.94,17.52,,0.77,3.28,6.43,10.47,,,,2.12,5.16
MTB,6.33,39.92,538.05,628.79,764.91,991.78,1445.51,456.66,519.11,606.54,737.69,956.27,395.68,440.82,501.01,585.28,711.68,348.29,382.14,425.67,483.7,564.94,310.43,336.54,369.19,411.17,467.14,279.48,300.1,325.3,356.79,397.29,253.73,270.31,290.2,314.52,344.92
MPC,-9.23,6.03,178.21,221.13,285.5,392.79,607.36,139.28,168.82,210.17,272.19,375.55,110.02,131.37,159.83,199.68,259.46,87.2,103.21,123.79,151.23,189.66,68.89,81.24,96.68,116.54,143.0,53.87,63.62,75.54,90.43,109.58,41.31,49.16,58.56,70.06,84.44
MAR,8.02,9.79,157.4,193.77,248.32,339.25,521.1,124.81,149.84,184.88,237.44,325.05,100.39,118.49,142.61,176.38,227.05,81.43,95.0,112.44,135.7,168.26,66.28,76.75,89.83,106.66,129.09,53.9,62.17,72.27,84.89,101.12,43.61,50.25,58.23,67.97,80.16
MRSH,9.2,16.55,178.7,215.29,270.18,361.65,544.6,145.94,171.12,206.37,259.25,347.38,121.39,139.6,163.87,197.84,248.81,102.33,115.98,133.53,156.93,189.69,87.11,97.64,110.81,127.73,150.3,74.68,82.99,93.15,105.85,122.18,64.34,71.02,79.04,88.85,101.11
MLM,-0.06,12.46,114.76,147.11,195.64,276.53,438.3,85.62,107.89,139.06,185.82,263.76,63.77,79.87,101.33,131.37,176.44,46.77,58.84,74.36,95.05,124.01,33.17,42.48,54.12,69.08,89.04,22.03,29.38,38.37,49.6,64.04,12.75,18.66,25.76,34.43,45.27
MAS,-4.49,11.21,40.75,49.23,61.97,83.19,125.63,33.08,38.92,47.1,59.36,79.81,27.32,31.54,37.17,45.05,56.88,22.84,26.0,30.07,35.5,43.1,19.24,21.69,24.74,28.67,33.9,16.3,18.23,20.59,23.53,27.32,13.85,15.4,17.26,19.53,22.38
MA,13.82,40.0,421.02,493.67,602.66,784.3,1147.58,356.09,406.09,476.1,581.1,756.1,307.5,343.64,391.83,459.3,560.5,269.78,296.89,331.73,378.2,443.24,239.68,260.59,286.73,320.34,365.15,215.12,231.62,251.8,277.02,309.44,194.7,207.97,223.9,243.37,267.71
MKC,2.51,10.3,31.2,39.19,51.16,71.11,111.03,24.03,29.52,37.21,48.75,67.98,18.65,22.62,27.91,35.33,46.44,14.47,17.44,21.27,26.38,33.52,11.12,13.42,16.29,19.98,24.9,8.38,10.2,12.41,15.18,18.75,6.1,7.56,9.31,11.45,14.13
MCD,5.06,26.15,123.27,155.48,203.8,284.33,445.39,94.36,116.52,147.56,194.11,271.7,72.69,88.71,110.08,139.99,184.86,55.85,67.87,83.32,103.92,132.76,42.39,51.66,63.25,78.15,98.02,31.39,38.71,47.65,58.83,73.21,22.23,28.11,35.18,43.81,54.6
MCK,13.39,1.41,1305.59,1530.91,1868.88,2432.17,3558.75,1104.21,1259.27,1476.36,1801.99,2344.71,953.47,1065.56,1215.01,1424.24,1738.08,836.48,920.53,1028.6,1172.69,1374.41,743.1,807.95,889.01,993.24,1132.2,666.88,718.07,780.64,858.85,959.4,603.53,644.7,694.1,754.48,829.96
MDT,1.91,16.27,59.12,70.99,88.81,118.5,177.88,48.44,56.61,68.05,85.22,113.83,40.43,46.34,54.21,65.24,81.79,34.2,38.63,44.33,51.92,62.56,29.22,32.64,36.91,42.4,49.73,25.15,27.84,31.14,35.26,40.56,21.75,23.92,26.52,29.71,33.69
MRK,3.12,21.81,88.49,105.51,131.05,173.61,258.72,73.2,84.91,101.31,125.91,166.92,61.73,70.2,81.49,97.29,121.01,52.81,59.16,67.33,78.21,93.45,45.68,50.58,56.71,64.58,75.08,39.85,43.72,48.45,54.36,61.95,35.0,38.11,41.84,46.4,52.1
META,19.89,26.26,883.06,1034.42,1261.47,1639.89,2396.72,748.12,852.29,998.13,1216.89,1581.48,647.2,722.5,822.9,963.46,1174.29,568.93,625.4,698.0,794.79,930.31,506.52,550.09,604.54,674.56,767.92,455.63,490.02,532.05,584.59,652.14,413.37,441.02,474.21,514.77,565.48
MET,3.92,20.74,432.55,507.71,620.44,808.34,1184.13,365.05,416.77,489.18,597.8,778.84,314.45,351.84,401.69,471.48,576.17,275.12,303.15,339.2,387.26,454.55,243.67,265.3,292.34,327.11,373.46,217.96,235.03,255.9,281.99,315.53,196.55,210.28,226.76,246.9,272.08
MTD,0.9,21.24,601.78,714.3,883.08,1164.39,1726.99,500.53,577.97,686.38,848.99,1120.02,424.59,480.57,555.2,659.69,816.42,365.53,407.5,461.47,533.43,634.17,318.27,350.66,391.14,443.19,512.59,279.61,305.18,336.42,375.48,425.69,247.39,267.95,292.62,322.78,360.47
MGM,10.14,8.45,30.14,54.0,89.8,149.45,268.76,8.78,25.2,48.19,82.68,140.16,,4.65,20.48,42.64,75.88,,,0.71,15.97,37.33,,,,,11.65,,,,,,,,,,
MCHP,-10.0,26.83,13.72,17.22,22.48,31.23,48.75,10.54,12.95,16.32,21.39,29.82,8.15,9.89,12.21,15.47,20.35,6.28,7.59,9.27,11.51,14.65,4.79,5.79,7.05,8.67,10.84,3.56,4.35,5.33,6.54,8.11,2.53,3.17,3.94,4.88,6.05
MU,6.71,1.0,10.51,11.68,13.43,16.34,22.17,9.46,10.27,11.39,13.08,15.89,8.68,9.26,10.03,11.12,12.74,8.07,8.51,9.07,9.81,10.86,7.59,7.92,8.34,8.88,9.6,7.19,7.45,7.78,8.18,8.7,6.86,7.07,7.33,7.64,8.03
MSFT,12.42,29.14,296.1,346.57,422.28,548.45,800.81,250.97,285.7,334.33,407.27,528.84,217.19,242.29,275.77,322.64,392.94,190.96,209.79,234.0,266.27,311.46,170.03,184.55,202.71,226.06,257.19,152.94,164.4,178.42,195.94,218.46,138.73,147.95,159.02,172.54,189.45
MAA,3.03,35.68,76.44,96.43,126.42,176.4,276.36,58.47,72.23,91.49,120.38,168.54,45.0,54.95,68.21,86.77,114.62,34.53,41.99,51.58,64.36,82.26,26.16,31.91,39.1,48.35,60.68,19.31,23.85,29.4,36.34,45.26,13.61,17.26,21.64,27.0,33.7
MRNA,-10.0,1.0,10.34,10.41,10.52,10.7,11.07,10.27,10.32,10.39,10.5,10.67,10.22,10.26,10.31,10.37,10.48,10.18,10.21,10.25,10.29,10.36,10.15,10.17,10.2,10.23,10.28,10.13,10.14,10.16,10.19,10.22,10.11,10.12,10.14,10.15,10.18
TAP,1.35,10.02,74.65,91.98,117.98,161.32,248.0,59.05,70.98,87.68,112.74,154.49,47.36,55.98,67.48,83.58,107.72,38.26,44.73,53.04,64.13,79.65,30.99,35.98,42.21,50.23,60.92,25.04,28.97,33.79,39.8,47.54,20.08,23.24,27.04,31.69,37.5
MDLZ,6.96,9.4,45.83,55.88,70.94,96.05,146.27,36.83,43.74,53.42,67.93,92.12,30.08,35.08,41.74,51.07,65.06,24.84,28.59,33.41,39.83,48.82,20.65,23.55,27.16,31.8,38.0,17.23,19.51,22.3,25.79,30.27,14.38,16.22,18.42,21.11,24.48
MPWR,15.86,23.6,448.93,520.1,626.85,804.77,1160.6,385.39,434.37,502.94,605.79,777.21,337.84,373.25,420.45,486.54,585.67,300.95,327.5,361.64,407.15,470.86,271.52,292.0,317.61,350.53,394.42,247.51,263.67,283.44,308.14,339.9,227.55,240.56,256.16,275.23,299.07
MNST,9.54,19.13,42.37,48.87,58.63,74.9,107.43,36.54,41.02,47.29,56.69,72.36,32.18,35.42,39.73,45.77,54.84,28.79,31.22,34.34,38.5,44.32,26.09,27.96,30.3,33.31,37.32,23.88,25.35,27.16,29.42,32.32,22.04,23.23,24.65,26.4,28.58
MCO,12.17,30.62,332.8,393.91,485.58,638.36,943.91,278.16,320.21,379.09,467.41,614.6,237.24,267.64,308.18,364.93,450.05,205.48,228.28,257.59,296.67,351.38,180.13,197.72,219.71,247.97,285.66,159.43,173.32,190.29,211.5,238.77,142.23,153.39,166.79,183.17,203.64
MS,9.52,1.0,63.28,64.96,67.47,71.66,80.04,61.78,62.93,64.55,66.97,71.01,60.65,61.49,62.6,64.16,66.49,59.78,60.41,61.21,62.28,63.78,59.08,59.57,60.17,60.95,61.98,58.52,58.9,59.36,59.94,60.69,58.04,58.35,58.72,59.16,59.73
MOS,-10.0,4.35,,1.96,5.67,11.86,24.23,,,1.33,4.9,10.87,,,,0.72,4.17,,,,,0.14,,,,,,,,,,,,,,,
MSI,8.63,19.22,264.03,316.08,394.16,524.28,784.53,217.41,253.23,303.38,378.6,503.97,182.48,208.38,242.9,291.23,363.74,155.36,174.78,199.74,233.03,279.63,133.69,148.67,167.4,191.48,223.58,115.99,127.82,142.27,160.34,183.57,101.27,110.78,122.19,136.14,153.57
MSCI,11.71,40.0,373.05,449.3,563.69,754.34,1135.63,304.84,357.32,430.79,541.0,724.68,253.77,291.71,342.29,413.1,519.32,214.13,242.57,279.15,327.91,396.19,182.47,204.42,231.86,267.13,314.17,156.63,173.96,195.13,221.6,255.63,135.15,149.08,165.8,186.24,211.78
NDAQ,9.89,24.45,72.17,86.73,108.56,144.95,217.73,59.14,69.16,83.18,104.22,139.28,49.38,56.62,66.28,79.79,100.07,41.8,47.23,54.21,63.52,76.56,35.75,39.94,45.18,51.91,60.89,30.81,34.12,38.16,43.21,49.71,26.7,29.36,32.55,36.45,41.33
NTAP,1.32,18.5,110.77,127.5,152.6,194.43,278.09,95.72,107.23,123.35,147.54,187.84,84.43,92.75,103.85,119.39,142.7,75.65,81.89,89.92,100.62,115.6,68.63,73.44,79.46,87.2,97.52,62.88,66.68,71.33,77.14,84.6,58.09,61.15,64.82,69.3,74.91
NFLX,12.64,16.09,46.6,54.56,66.5,86.4,126.19,39.48,44.96,52.63,64.13,83.3,34.16,38.12,43.4,50.79,61.87,30.02,32.99,36.81,41.9,49.02,26.72,29.01,31.88,35.56,40.47,24.03,25.84,28.05,30.81,34.36,21.79,23.24,24.99,27.12,29.79
NEM,23.91,14.5,135.44,158.32,192.63,249.82,364.2,115.08,130.82,152.86,185.92,241.02,99.85,111.23,126.4,147.65,179.51,88.05,96.58,107.55,122.18,142.66,78.64,85.23,93.46,104.04,118.15,70.97,76.17,82.52,90.46,100.67,64.61,68.79,73.81,79.94,87.6
NWSA,-6.63,6.72,16.54,19.37,23.6,30.66,44.77,13.99,15.93,18.65,22.73,29.53,12.07,13.48,15.35,17.97,21.9,10.58,11.63,12.98,14.79,17.31,9.38,10.19,11.21,12.51,14.25,8.4,9.04,9.82,10.8,12.06,7.57,8.09,8.71,9.47,10.41
NWS,-6.63,6.72,33.06,38.7,47.15,61.25,89.45,27.95,31.83,37.27,45.42,59.0,24.12,26.92,30.66,35.9,43.76,21.13,23.24,25.94,29.55,34.6,18.74,20.36,22.39,25.0,28.48,16.77,18.06,19.62,21.58,24.1,15.13,16.16,17.4,18.91,20.8
NEE,9.36,7.52,,,,,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKE,-0.29,9.73,57.14,66.56,80.69,104.24,151.34,48.66,55.14,64.22,77.83,100.52,42.29,46.98,53.23,61.98,75.1,37.34,40.86,45.37,51.4,59.83,33.38,36.09,39.48,43.84,49.65,30.14,32.28,34.89,38.16,42.37,27.43,29.16,31.22,33.75,36.9
NI,4.32,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDSN,2.53,20.72,153.31,183.22,228.08,302.84,452.36,126.43,147.01,175.83,219.04,291.08,106.28,121.15,140.99,168.76,210.41,90.61,101.76,116.1,135.23,162.0,78.07,86.68,97.44,111.27,129.72,67.82,74.62,82.92,93.3,106.65,59.28,64.75,71.3,79.32,89.34
NSC,-1.5,14.09,42.46,60.47,87.49,132.52,222.58,26.23,38.62,55.98,82.01,125.39,14.05,23.01,34.95,51.68,76.77,4.57,11.29,19.92,31.44,47.57,,2.16,8.64,16.97,28.08,,,,6.11,14.15,,,,,3.69
NTRS,6.15,24.37,193.88,230.37,285.1,376.33,558.78,161.15,186.26,221.42,274.15,362.05,136.62,154.77,178.98,212.86,263.69,117.56,131.18,148.68,172.01,204.68,102.33,112.84,125.97,142.84,165.35,89.89,98.18,108.31,120.98,137.26,79.53,86.2,94.2,103.97,116.2
NOC,4.65,5.91,235.43,291.11,374.64,513.85,792.27,185.44,223.76,277.41,357.89,492.01,147.98,175.68,212.61,264.32,341.88,118.86,139.63,166.33,201.94,251.8,95.58,111.6,131.64,157.4,191.74,76.55,89.2,104.66,123.99,148.84,60.7,70.88,83.09,98.01,116.66
NCLH,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG,-0.88,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUE,-7.84,8.93,122.91,144.46,176.77,230.63,338.35,103.4,118.22,138.98,170.12,222.01,88.73,99.45,113.74,133.74,163.75,77.3,85.34,95.67,109.45,128.73,68.13,74.33,82.08,92.05,105.34,60.61,65.51,71.49,78.97,88.58,54.33,58.27,62.99,68.76,75.98
NVDA,30.0,37.47,181.62,213.16,260.47,339.32,497.02,153.6,175.3,205.69,251.27,327.24,132.66,148.35,169.27,198.56,242.49,116.43,128.2,143.33,163.5,191.73,103.51,112.59,123.94,138.53,157.98,92.99,100.15,108.91,119.86,133.93,84.26,90.02,96.94,105.39,115.95
NVR,-0.63,14.1,8662.45,9993.44,11989.94,15317.43,21972.41,7463.57,8379.56,9661.94,11585.51,14791.46,6564.12,7226.25,8109.08,9345.04,11198.99,5864.31,6360.82,6999.19,7850.36,9041.99,5304.25,5687.34,6166.2,6781.87,7602.78,4845.83,5148.22,5517.81,5979.8,6573.78,4463.66,4706.85,4998.68,5355.36,5801.21
NXPI,-2.42,18.2,95.99,115.89,145.74,195.49,294.99,78.05,91.74,110.91,139.67,187.6,64.58,74.48,87.68,106.15,133.87,54.09,61.52,71.06,83.79,101.6,45.7,51.43,58.59,67.79,80.06,38.83,43.35,48.87,55.78,64.66,33.09,36.73,41.09,46.42,53.09
ORLY,7.26,12.96,51.17,61.21,76.27,101.38,151.59,42.17,49.08,58.75,73.27,97.45,35.42,40.42,47.08,56.41,70.39,30.19,33.93,38.75,45.17,54.16,26.0,28.89,32.5,37.15,43.34,22.58,24.86,27.65,31.13,35.62,19.73,21.57,23.77,26.46,29.82
OXY,-10.0,26.17,44.81,53.34,66.14,87.47,130.13,37.07,42.94,51.16,63.49,84.04,31.24,35.49,41.15,49.07,60.95,26.7,29.88,33.98,39.43,47.07,23.06,25.51,28.58,32.53,37.79,20.06,22.0,24.37,27.33,31.14,17.56,19.12,20.99,23.28,26.14
ODFL,-4.24,15.28,54.87,63.14,75.54,96.21,137.55,47.4,53.09,61.06,73.01,92.92,41.79,45.91,51.39,59.07,70.59,37.43,40.51,44.48,49.77,57.17,33.93,36.31,39.29,43.11,48.21,31.07,32.94,35.24,38.11,41.8,28.67,30.18,32.0,34.21,36.98
OMC,6.52,10.34,108.76,130.63,163.43,218.09,327.42,89.16,104.2,125.27,156.87,209.54,74.46,85.34,99.84,120.15,150.61,63.05,71.2,81.69,95.67,115.25,53.93,60.22,68.09,78.2,91.69,46.47,51.44,57.51,65.1,74.86,40.27,44.26,49.06,54.92,62.24
ON,-10.0,16.32,23.38,27.16,32.83,42.27,61.17,19.95,22.55,26.19,31.65,40.75,17.37,19.25,21.76,25.27,30.53,15.36,16.77,18.58,21.0,24.38,13.75,14.83,16.19,17.94,20.27,12.42,13.28,14.33,15.64,17.33,11.31,12.0,12.83,13.84,15.11
OKE,14.53,11.02,122.22,151.7,195.91,269.6,416.99,95.89,116.17,144.57,187.17,258.17,76.18,90.84,110.39,137.77,178.82,60.88,71.88,86.02,104.87,131.26,48.68,57.16,67.77,81.4,99.58,38.72,45.42,53.6,63.83,76.99,30.44,35.83,42.29,50.19,60.06
ORCL,10.59,12.6,21.05,31.63,47.5,73.95,126.84,11.58,18.86,29.06,44.35,69.83,4.49,9.76,16.77,26.6,41.33,,2.94,8.01,14.78,24.25,,,1.45,6.34,12.86,,,,0.02,4.74,,,,,
OTIS,1.79,10.28,48.13,58.87,74.99,101.84,155.54,38.47,45.87,56.21,71.74,97.61,31.23,36.57,43.7,53.67,68.63,25.6,29.6,34.76,41.62,51.24,21.09,24.18,28.05,33.02,39.64,17.41,19.85,22.83,26.56,31.35,14.33,16.3,18.65,21.53,25.13
PCAR,-0.44,8.32,58.72,69.9,86.67,114.63,170.54,48.65,56.34,67.12,83.28,110.21,41.09,46.65,54.07,64.45,80.03,35.21,39.38,44.75,51.9,61.91,30.51,33.73,37.75,42.92,49.82,26.66,29.2,32.3,36.19,41.18,23.45,25.49,27.94,30.94,34.69
PKG,1.97,8.27,103.66,127.05,162.13,220.6,337.55,82.63,98.73,121.26,155.06,211.4,66.86,78.49,94.01,115.73,148.3,54.6,63.32,74.54,89.5,110.44,44.79,51.52,59.93,70.75,85.18,36.76,42.08,48.57,56.69,67.13,30.08,34.35,39.48,45.75,53.58
PLTR,30.0,31.93,36.94,42.81,51.63,66.32,95.7,31.71,35.76,41.42,49.91,64.07,27.81,30.73,34.63,40.09,48.28,24.79,26.98,29.8,33.56,38.82,22.38,24.07,26.19,28.9,32.53,20.42,21.75,23.39,25.43,28.05,18.79,19.87,21.16,22.73,24.7
PANW,18.79,36.75,148.0,173.01,210.52,273.05,398.1,125.7,142.91,167.0,203.15,263.39,109.01,121.45,138.04,161.27,196.1,96.07,105.4,117.4,133.39,155.78,85.75,92.95,101.95,113.52,128.94,77.33,83.02,89.96,98.64,109.8,70.34,74.91,80.4,87.1,95.48
PSKY,0.73,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,7.76,14.84,454.8,541.17,670.72,886.65,1318.51,377.39,436.83,520.05,644.87,852.91,319.41,362.37,419.66,499.87,620.17,274.36,306.58,348.01,403.24,480.57,238.38,263.24,294.31,334.26,387.53,208.98,228.6,252.58,282.56,321.11,184.51,200.3,219.23,242.38,271.31
PAYX,6.51,31.59,96.0,113.13,138.81,181.61,267.21,80.65,92.43,108.93,133.67,174.91,69.15,77.66,89.02,104.92,128.77,60.21,66.6,74.81,85.76,101.08,53.07,57.99,64.15,72.07,82.63,47.23,51.12,55.87,61.82,69.46,42.37,45.5,49.25,53.84,59.58
PYPL,6.43,17.7,139.17,162.27,196.93,254.7,370.24,118.44,134.34,156.61,190.0,245.66,102.91,114.41,129.74,151.19,183.38,90.85,99.47,110.55,125.33,146.02,81.21,87.86,96.17,106.86,121.11,73.33,78.58,85.0,93.02,103.33,66.77,70.99,76.06,82.25,89.99
PNR,0.44,13.7,45.66,54.86,68.66,91.67,137.67,37.38,43.71,52.58,65.88,88.04,31.17,35.75,41.85,50.39,63.21,26.34,29.77,34.18,40.07,48.3,22.47,25.12,28.43,32.68,38.36,19.31,21.4,23.95,27.15,31.25,16.67,18.35,20.37,22.83,25.92
PEP,2.83,7.79,66.94,82.58,106.05,145.15,223.35,52.89,63.65,78.72,101.32,139.0,42.35,50.13,60.5,75.03,96.81,34.15,39.99,47.49,57.49,71.5,27.6,32.1,37.73,44.97,54.61,22.24,25.8,30.14,35.57,42.55,17.78,20.64,24.07,28.26,33.5
PFE,-10.0,15.93,8.7,11.33,15.27,21.83,34.97,6.31,8.12,10.65,14.45,20.78,4.52,5.83,7.57,10.01,13.67,3.12,4.1,5.36,7.04,9.39,2.0,2.76,3.7,4.92,6.54,1.08,1.68,2.41,3.32,4.49,0.31,0.79,1.36,2.07,2.95
PCG,4.77,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,8.57,26.93,134.0,160.94,201.35,268.7,403.4,109.86,128.4,154.36,193.29,258.19,91.79,105.19,123.06,148.07,185.6,77.75,87.8,100.72,117.94,142.06,66.53,74.28,83.98,96.44,113.05,57.37,63.49,70.97,80.32,92.34,49.75,54.67,60.58,67.8,76.82
PSX,-8.0,3.06,58.04,74.98,100.4,142.76,227.49,42.68,54.35,70.67,95.16,135.98,31.15,39.57,50.81,66.55,90.15,22.15,28.47,36.6,47.44,62.61,14.94,19.82,25.91,33.75,44.2,9.02,12.87,17.58,23.46,31.02,4.08,7.18,10.89,15.43,21.11
PNW,7.28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,3.01,36.72,252.14,314.37,407.73,563.33,874.52,196.21,239.04,299.01,388.95,538.86,154.28,185.24,226.52,284.32,371.01,121.68,144.9,174.75,214.55,270.27,95.61,113.53,135.92,164.71,203.09,74.29,88.43,105.72,127.32,155.09,56.54,67.91,81.56,98.23,119.08
POOL,-5.05,9.81,140.58,168.51,210.4,280.22,419.87,115.34,134.56,161.47,201.83,269.1,96.38,110.27,128.8,154.73,193.64,81.62,92.04,105.43,123.29,148.3,69.79,77.83,87.87,100.79,118.02,60.09,66.44,74.19,83.89,96.35,52.0,57.11,63.23,70.71,80.07
PPG,0.55,6.61,50.33,62.64,81.12,111.91,173.49,39.24,47.72,59.59,77.38,107.05,30.93,37.06,45.22,56.66,73.82,24.46,29.06,34.96,42.84,53.87,19.29,22.83,27.26,32.96,40.56,15.05,17.85,21.27,25.55,31.04,11.52,13.78,16.48,19.78,23.9
PPL,4.59,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFG,-3.77,25.24,253.36,291.67,349.13,444.9,636.43,218.78,245.14,282.05,337.41,429.68,192.82,211.87,237.28,272.85,326.21,172.6,186.89,205.26,229.76,264.05,156.41,167.43,181.22,198.94,222.56,143.14,151.85,162.48,175.78,192.88,132.08,139.08,147.48,157.74,170.57
PG,1.67,17.51,99.32,116.84,143.11,186.9,274.48,83.57,95.62,112.5,137.81,180.0,71.75,80.47,92.09,108.35,132.75,62.57,69.1,77.5,88.7,104.39,55.22,60.26,66.56,74.66,85.47,49.21,53.19,58.05,64.13,71.95,44.2,47.4,51.24,55.93,61.8
PGR,20.9,17.32,986.52,1157.4,1413.73,1840.95,2695.39,834.24,951.84,1116.49,1363.46,1775.07,720.35,805.36,918.71,1077.39,1315.42,632.04,695.79,777.75,887.03,1040.03,561.63,610.82,672.3,751.35,856.74,504.23,543.05,590.5,649.82,726.08,456.56,487.79,525.25,571.05,628.29
PLD,13.74,40.0,71.96,90.21,117.6,163.24,254.52,55.64,68.21,85.8,112.18,156.16,43.43,52.51,64.62,81.58,107.01,33.96,40.77,49.52,61.2,77.54,26.39,31.65,38.21,46.66,57.92,20.22,24.37,29.44,35.77,43.92,15.09,18.42,22.43,27.32,33.43
PRU,2.28,10.84,290.37,344.53,425.76,561.15,831.93,241.69,278.96,331.14,409.4,539.85,205.18,232.12,268.04,318.33,393.77,176.79,197.0,222.97,257.6,306.09,154.09,169.68,189.16,214.21,247.61,135.52,147.83,162.86,181.66,205.83,120.05,129.95,141.82,156.33,174.47
PEG,7.48,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
